comment_id,original_comment,detected_aspects,aspect_count,matched_keywords
1949,karena inget harga lah kalo ini harganya jt juga dihujat rame rame,Price,1,harga
1950,tp exynos ga ada power,Audio,1,power
1952,mungkin karena harga sih samsung kl bs ngasih harga segini dengan peforma yang sama mungkin ga dihujat,Price,1,harga
1958,kalau hp ini keluar pas jaman winlator lagi rame wih untuk mode instant keknya buat game rhythm,Performance,1,game
1959,era game pc sudah tamat yaa wkwkw,Performance,1,game
1961,kerasa hampir disemua sisi bang,Display,1,sisi
1966,sudah co insyaallah buat pemakaian jangka panjang,"Features, Connectivity",2,insyaallah
1967,saran bang selain tes usb type c untuk video out untuk ethernet juga dong,"Connectivity, Camera, Network",3,"video, ethernet, type"
1968,usb belum bisa display out yg bisa usb,"Display, Connectivity",2,display
1969,wargalokal buat ethernet bang,Connectivity,1,ethernet
1970,​charpb usb bisa ethernet kok tinggal cari aja converter dari type c to ethernet,"Connectivity, Network",2,"ethernet, type"
1975,aduhhh bener bangett,Display,1,bangett
1976,masukin honof of kings untuk game moba lebih berat jika full rata kanan,Performance,1,game
1982,​lildmsiya tokped sama blibli masih banyak yang semua pilihan warna,"Design, Storage",2,"pilihan, warna"
1992,review redmi turbo pro baterai mah dong om,Battery,1,baterai
1997,dilimit gimana bang ane pake f udah mau tahun buat game genshin zzz ml rata kanan lancar aja beli dulu baru nyocot bang,Performance,1,game
2003,harga di shopee,Price,1,harga
2007,tumben biasanya bilang menurut kami,Audio,1,tumben
2012,co toko ijo aja gan lumayan banget warna putihnya masih banyak,Design,1,putihnya
2022,frame metal body kaca speek kenceng dan tahan air ip perbedaan terbesar dengan hp flagship hanyalah kamera,"Display, Camera, BuildQuality",3,"terbesar, kamera, frame"
2024,kamera software build quality durabilty ndas mu ƙoplak,"Software, Camera",2,"kamera, software"
2025,sayangnya poco f gk support bypass charger udah gitu pubg mentok fps gk dan panasnya menyeluruh cepat rusak yg ada baterai cpt boros dan bengkak serta udh gk bakal fast charger lebih workit infinix gt pro siih ada ai bawaan dan kebalikannya dari poco f,"Features, Performance, Battery",3,"baterai, bypass, bengkak"
2037,gila sih ini dengan harga juta dapat peformance gak main cocok jadi teman hp samsung s yg uda lelah murah meriah tapi menjawab semua keinginan untung belum beli samsung mid range wkwk,Price,1,harga
2039,sayangnya poco f gk support bypass charger udah gitu pubg mentok fps gk dan panasnya menyeluruh cepat rusak yg ada baterai cpt boros dan bengkak serta udh gk bakal fast charger lebih workit infinix gt pro siih ada ai bawaan dan kebalikannya dari poco f,"Features, Performance, Battery",3,"baterai, bypass, bengkak"
2042,​nandauhhga butuh sih kata gua batre udah gedecas cepet buat apaan bypass,"Features, Battery",2,"bypass, batre"
2043,kapan ya earphone jack mm dihadirin lagi di hp skr ini padahal masih banyak yg mau dan masih pakai earphone konvensional,Audio,1,earphone
2044,saya salah satu yang suka pakai earphone berkabel ketimbang blutut,Audio,1,earphone
2045,jadi bingung poco f atau iqoo neo batre dan fitur pendinginnya itu yg menjadi pertimbangan,"Features, Battery",2,"fitur, batre"
2046,beda harga pilih yg mana hayoooo,Price,1,harga
2047,baterai irit jelas iqoo sot bisa beda jam,Battery,1,baterai
2060,masih pake poco f buat gaming masih playable tapi storage udah sempit,Storage,1,storage
2065,oh gitu doang pilihan harganya gak lebih murah dari iqoo neo,"Storage, Price",2,"pilihan, harganya"
2068,klo dari xiaomi t pindah ke poco f woik it gk om xiaomi t saya panas bnget klo game dan vidiocall wa sama daily luar ruangan pas terikmatahari sampe overhead pas foto,"Camera, Performance",2,"foto, game"
2070,tetap panas ini kan body metalkaca klo video call panas itu karena sinyal jelek mau adem pakai wifi,"Connectivity, Camera, Network",3,"video, wifi, sinyal"
2071,gua pake wifi jam drmah sama aja​xperianeod,Connectivity,1,wifi
2075,tapi sama poco f g begitu jauh perbedaan performa nya beda kalau snap elite,Performance,1,performa
2078,kerennnn tp aku gak nyesel kok abis beli poco x p awal bulan juni ini lebih murah juta drpd f,Price,1,murah
2079,beli x p di harga berapa gan,Price,1,harga
2080,emang kaum mendang mending f malah nanggung karena esim nya ga ada bobot malah berat wajar lah sama harganya,Price,1,harganya
2082,poco itu lebih ke ram storage dan chipset poco f pro dan ultra aja ga ada esim ya kalau mau ada esim ambil redmi sama xiaomi t ato nunggu t bedain segmentasi pasar nya kalau mau semua nya ya ambil seri flagshipnya,Storage,1,ram
2083,bukannya mending dual sim,"Features, Network",2,"dual sim, dual"
2084,next upgrade type c nya aja dah gpp v biar bisa display out kayak ono noh atau bypass nya lah ya ges yaa,"Connectivity, Features, Display, Network",4,"display, bypass, type"
2086,penyebaran panasnya merata pake material kaca dan metal,"Design, BuildQuality, Performance",3,"merata, kaca, material"
2087,kalau mau gk setrika beli flagship dek harga jtan jangan neko,Price,1,harga
2099,aslinya jt kurang seribu jadi relatif sama dengan iqoo yg tinggal pilih mau ui apa mau memori iqoo sekarang cukup melawan gak kayak era f kemarin yg auto buy itu poco,"Software, Storage",2,"ui, memori"
2103,nah yang ini ga overclaim soal skor benchmark internal gb dengan harga yang sama dengan varian terendah merk sebelah menarik sih tapi belum bisa beli sekarang karena hp masih sehat dan budget belum ada,"Storage, Price",2,"internal, harga"
2104,langsung battle dengan brand sebelah dong di video berikutnya yang sama naga s gen,Camera,1,video
2105,kalau setiap kali launching harganya diluar nalar lama ga kaget lagi kalau ini emang king poco,Price,1,harganya
2106,poco f berapa harganya emang bang,Price,1,harganya
2108,harga normal gb rp harga first sale rp ​lilitheiu,"Storage, Price",2,"first, harga"
2118,duit buat kamera iqoo,Camera,1,kamera
2119,sayangnya poco f gk support bypass charger cepat rusak yg ada baterai cpt boros dan bengkak serta udh gk bakal fast charger,"Features, Performance, Battery",3,"baterai, bypass, bengkak"
2120,​nandauhh kalau baterai sudah bengkakhamil khususnya di layar jenis amoled dengan frame metal kudu cepat diganti karena bisa merusak layar hape,"Storage, Battery, Performance, Display, BuildQuality",5,"baterai, merusak, frame, amoled, cepat"
2121,sok tau ini poco x gt saya aman aman aja walau pun baterai nya udh cepat abis gak ada tu batrainya kembung tinggal ganti baterai baru dh abis masalah batrainya ini aja tahun lebih baru ganti baterai​nandauhh,"Performance, Battery",2,"baterai, cepat"
2123,beh cakep bener designnya,Design,1,cakep
2129,ngga terlalu sih dari segi charging baterai ama segi bypass charging masih bagus,"Features, Battery",2,"baterai, bypass"
2130,alasan memori eksternal hp jutaaan sampai flagship harus hilangin kenapa yah,Storage,1,eksternal
2131,karena mungkin memori internal nya udah lega bgt bree,Storage,1,internal
2132,speed memory internal sama extrnal beda jauh,Storage,1,internal
2133,memori eksternal bikin beban batre dan chipset sedikit bekerja keras,"Storage, Battery",2,"batre, eksternal"
2134,biasanya sdh gede dan memori external cinderung bermasalah,"Storage, Connectivity",2,external
2135,banyak beredar memori eksternal abal gak sesuai kapasitasnya dan bisa merusak software lainnya jd mungkin main aman dengan memori internal yg besar minusnya kalau software hpnya bermasalah ya ilang semua file di memori internal,"Software, Storage",2,"eksternal, software"
2138,ada bypass charging nya,"Features, Battery",2,"bypass, charging"
2141,bukan yang first,Storage,1,first
2143,wah sama nih tpi klo saya pikir pikir gausah upgrade lagi soalnya sekarang jarang main game berat padahal dlu sebelum beli kepingin main game berat pake x pro malah sekarang jarang main,Performance,1,game
2152,tpi sayang poco f penampilan nya kyk hp bocil yg kyk pilinix pilinix itu pdhl poco yg seri f biasanya terkenal sbg hp flagship versi murah bukan hp gaming poco f ini pun chipset software ip rating dll pdhl sudah real flagship kayak poco f bedanya f langsung pakai chipset teratas,"Software, Price",2,"murah, software"
2158,awalnya mau sukro noe eh harga poco g ngotak eh poco aja,Price,1,harga
2159,neo malah lebih awet baterainya selisih jam sot nya,Battery,1,baterainya
2168,first,Storage,1,first
2170,engga ada lubang cukukan henset,Audio,1,lubang
2172,alhamdulillah mungkin ini keberuntungan saya dapat hp ini di harga seken pemakaian bulan,Price,1,harga
2173,abis itu update os baru mulai lemot dan overheat kayak f saya mau rombak root biar ganti ose balikin ke miui sampai skarang gak diapproved jadi takut mau ambil xiaomi maaf bukan menjelekkan brand ini,Software,1,update
2174,ad yang ram gak,Storage,1,ram
2177,alhamdulilah udah beli cuma salah warna aja pengen warna putih dptnya item,Design,1,putih
2179,aku ngiler hp ini karna doi udh beliudah liat dan merasakan langsung gila ya ni hp spek ajib biasanya kamera kureng tpi kmren ku coba gilaaa alus bangett jujurrr mau itu foto atau video kamera depan atau belakang pun ajib bgt gilaaaa alus bgttt entah itu dari kehalusan gerakan penangkapan warna dan detail nya gila sih,"Design, Display, Camera",3,"foto, bangett, warna"
2182,woi seriusan poco kameranya sebagua itu ini gak ngigo kan poconya,Storage,1,seriusan
2185,di rom region id banyak iklan nya ganti ke rom global iklan ilang semua itu yg gw alami,Software,1,rom
2186,butuh hape dgn performa video dan game sebaik dg buget serendah mungkin apa ad yg lebih murah dri ini dgn performa yg mumpuni,"Storage, Camera, Price, Performance",4,"video, murah, sebaik, game"
2187,saya baru beli poco f baru hari belum dipudate masih di versi padahal udah ada update ke tapi nanti aja deh updatenya,Software,1,update
2188,gua nunggu chpset nya dipakai buat tab xiaominya bisa jadi suhu dan fpsnya lebih stabil kalo buat maen genshin,Display,1,xiaominya
2195,mending ambil ini atau yg pro bang atau seri lain gua mau baca nonton main gane lancar kamera jarang cmn kalo ada momen paling jepret sekali itupun jarang kayak kemungkinan jadi pilih rekomendasi mana ya bang,Camera,1,kamera
2200,hp ini panas bgt walapun gak buat game udh terasa panasnya di saya kurang cocok cuma kepake semingu lalu jual lagi bikin gak nyaman hp kalau mudah panas buat scrol sosmed doang udh angetnya kerasa bgt,Performance,1,game
2201,mono speaker ya bang,Audio,1,mono
2204,mantau pake poco f pro pemakaian udah tahun semoga bisa beli ini poco f pro untuk ganti di tahun,"Features, Connectivity",2,mantau
2206,nonton ini pake poco x nfc,"Features, Connectivity",2,nfc
2213,nonton pake poco x nfc,"Features, Connectivity",2,nfc
2214,poco f pakai hyperos juga,Software,1,hyperos
2217,kenapa kamera saya sangat over sharpen ya kalau selfie pori pori semua extra tajam,"Features, Camera",2,"kamera, extra"
2218,ini udh ada nfc blm ya,"Features, Connectivity",2,nfc
2221,udah nanya ke temen yg internal offline store harga rata dimarkup ratusan ribu saran ttp ke online,"Storage, Price",2,"internal, harga"
2223,bang gua baru beli pocof bayangan sama cas udah cek imei ke situr resmi xiaomi dan legit kena harga wajar ga bang minus kotak cecer,Price,1,harga
2229,menurut kalian nih hp worth di harga berapa,Price,1,harga
2232,karna frame nya metal gegara metal itu cepet panas buat buang panasnya,BuildQuality,1,frame
2233,masih kedut harga segitu wwkkwkwkwkk,Price,1,harga
2237,udah puluhan kali nonton video ini semoga bisa ke beli hp ini di tahun depan,Camera,1,video
2239,udah puluhan kali nonton video ini semoga bisa ke beli hp ini di tahun depan,Camera,1,video
2241,kayaknya kelupaan review kualitas suara speakernya ya,Audio,1,suara
2242,kirakira secara kamera video lebih bagus x pro apa f ya,Camera,1,kamera
2252,apa cuma saya aja yang gatau apa itu game gensine,Performance,1,game
2254,​davebenayawalujo dari dulu cma main game genre sport sih,Performance,1,game
2255,lo nggak sendiri gw malah males main genshin apalagi wuwa karena nggak tau cara mainnya lah bisanya cuman mlbb ea fc mobile sama efootball hehehe,Performance,1,mobile
2257,​padgaming mlbb itu mobile legends yang kedua terakhir itu game bola semua,Performance,1,game
2258,jelas kamera nya bagus soal nya cipset nya gahar abis,"Camera, Storage, Performance",3,"gahar, kamera, cipset"
2260,harga brpa bang,Price,1,harga
2264,bang izin ambil video nya,Camera,1,video
2266,feel megangnya enak ga bang pas rec vidiomain game kata orang orang bobotnya beratagak tebel sama sering overheat ga bg pas main niat mau beli pas januari,Performance,1,game
2267,​​​​nicomarcisiomain game sperti honor of king pubgffmobile legendfull rata kanan nyamanuntuk pegang tangan sangat ok bagi jari nya panjangklo sperti saya yg jari nya sedikit pendek rada sulit jugaharus pegang tangan untuk bobotnya memang rada berat karna bodynya sperti besi soal ketebalan sama dengan iphone untuk overheat sih relatif yatergantung game yg dimainkan sinyal juga sangat berpengaruhagar lebih nyaman saat bermain game beratlebih baik pakai kipas pendingin feel merekammotret untuk tangan rada sulit karna unitnya gedebagi yg tangannya gede jari panjang sperti david its all ok saya biasa merekam pakai tangan mode landscape,"Features, Network, Performance",3,"game, bermain, sinyal"
2271,tergantung kak kalo cameraupdate software samsung kalo game poco,"Software, Performance",2,"game, software"
2273,liat aja ram mana lebih gede gk bohong kedepan nya aplikasi pada rakus makan ram dulu ram gb udah wah sekarang mangap mangap gitu seterusnya,"Software, Storage",2,"ram, aplikasi"
2278,ada audio jacknya gak sih ini,Audio,1,audio
2280,sekarang aja bang takutnya tahun depan harganya naik gara gara ram makin mahal,"Storage, Price",2,"ram, harganya"
2285,seberat apapun genshin tapi akan tetap kalah jika melawan minecraft vibrant visual prizma visualvanila reforged rata kanandan buang banyak item di satu tempatsatu lagi summon banyak mob di dekatapalagi wither,Display,1,minecraft
2289,udah nyimakk lagi karna udah taun th beli poco x nfc mau cari buat beli th depan,"Features, Connectivity",2,nfc
2290,gmn skrng udah ganti kebetulan saya juga poco x nfc masi liat yang bener cocok buat upgrade,"Features, Connectivity",2,nfc
2293,buat main game bagusan poco f atau poco x pro,Performance,1,game
2300,​arifjoestarbuat hasil foto dan video gmna kak batre boros ga kak,"Camera, Battery",2,"foto, batre"
2304,saran dong bang david kalau mau yang gaming kamera bagus mendingan ambil poco x pro g apa poco f ya,Camera,1,kamera
2305,f ama iqoo z r worth it mana ya abang abang lg bingung ni,Price,1,worth
2308,satu hari yg lalu gw abis ngejual ip pro gw yg penuh kenangan jual krna terpaksa ada kebutuhan ekonomi akhirnya sebagai gantinya gw beli poco f lumayan masih ada kembalian beberapa juta dari ngejual ip pro gw gmn ya jelasinnya sedih banget ngelepas hp gw yg penuh dgn kenangan itu dan udh sangat nyaman dan terbiasa banget make hp lama gw gw blm terbiasa make android poco f ini kadang masih keingat dan kangen sama ip yg udh gw jual,Software,1,android
2313,jadi buat kamera bagusan f atau x peo,Camera,1,kamera
