comment_id,original_comment,aspects,sentiments,confidences,aspect_count
1689,​jejakalajangya beli flagship nya jangan google pixel atau huawei ya iya performanya jelek setara midrange coba kalau beli flagship nya iqoo atau xiaomi ultra,Performance,negative,0.993,1
1696,instant sampling rate itu apa ya bedanya sama taich sampling rate biasa,BuildQuality,neutral,0.890,1
1697,jadi kalo game santai masih lebih worth x pro ya bingung mau ambil mana euy,"Price, Performance","positive, positive","0.967, 0.884",2
1701,kedat kedut itu emg udah fitur poco yg gbsa dirubah,Features,neutral,0.944,1
1705,gw baru pemakaian x pro sebulan ini gapernah nemuin iklan bahkan diaplikasi bawaan kecuali tema iklannya cuma nyelip ga ampe pop up,Software,neutral,0.610,1
1710,​bioabilityitu krn mrk ga pernah pk poco sendiri tau info iklannya dr orang lain yg emang lbh suka brand lain jd seakanakan iklan di poco sering muncul mengganggu banget padahal enggak pernah orderin hp samsung seri a a g online krn lbh murah buat tetangga ibu anak cewenya baru tau kl seri itu sensitif banget sm iklan dr aplikasi gratisan di play store mrk download apk beauty gitu mungkin ga sengaja klik iklan saat buka apk nya alhasil tiap kali data nyalawifi konek iklannya sering muncul buka apk lain yg butuh koneksi internet jg muncul iklan bejibun bikin pusing mrk,"Audio, Software, Price, Network","negative, neutral, positive, negative","0.737, 0.985, 0.971, 0.737",4
1713,bypass charging nya bagaimana,"Features, Battery","neutral, neutral","0.517, 0.517",2
1714,off,"Audio, Software","negative, negative","0.691, 0.691",2
1723,bahas x pro vs f perlu bgt f apa x pro aja udh cukup buat video editing gaming and casual use,Camera,neutral,0.957,1
1724,f ampas banget game pubg mentok smoth extrem plus,Performance,negative,0.994,1
1735,menurutku masih tetep tecno camon pro g yang lebih all rounder untuk range harga jutaan,Price,neutral,0.904,1
1740,poco harga juta iqoo harga juta iqoo harga juta mending beli iqoo harga juta uda menang banyak gak overheat poco over heat takutnya matotbugiklan,Price,positive,0.580,1
1741,bener sih iklan nya parah emng udah kyk hp banyak virusbuka file aja ada iklanblum lgi panasbikin cepet drop batrewalau batre nya besartpi klo panas trus lama gosong drop tapi spek nya juga parah bgt bikin tergiur coba aja klo gk cepet panas walau banyak iklan gk pp deh,Battery,negative,0.867,1
1742,​zonagame cuma buat sosmed aja poco redmi kadang panas penyakit software xiaomi,Software,negative,0.995,1
1744,entah kenapa eis di poco itu selalu kedut begitu gw pernah pake poco f f pun begitu tapi untuk poco f gt masih lebih rapi harus extra hati saat rekam video jalan itu perlu meminimalisirkan hentakan supaya kedutnya itu bisa teredam,"Features, Camera","negative, neutral","0.980, 0.628",2
1747,buset tahun update udah hampir setara lini flagship nya xiaomi woylah,Software,negative,0.984,1
1749,dapat harga brp bg,Price,neutral,0.845,1
1752,tggu bln lgi pasti harga turun tpi begitu mau beli sdh tdk ada yg jual,Price,negative,0.902,1
1755,bang plis bikin vidio yutub ny di fps dong biar lebih akurat pas sesi kamera vidio nya,"Camera, Connectivity","neutral, neutral","0.700, 0.974",2
1761,foto doang mana whiskas nya,Camera,negative,0.922,1
1763,ayo dong poco tambahin bypass charging,"Features, Battery","neutral, neutral","0.960, 0.919",2
1768,khusus untuk wuthering waves coba tolong lihat gpu yg terpakai itu brp persen om soalnya ana rasa game ini nda jelas apakah cpu bound atau gpu bound om dan nda maksimal gpu nya jadi mungkin sengaja dilimit sama kurogame nya sendiri,"Storage, Performance","negative, negative","0.591, 0.972",2
1771,​simonqg zy yoi kemungkin bakal hadir saat update di android,Software,neutral,0.995,1
1775,yah kedutan juga video stabilisasi nya sama aja ama x saya,"Display, Camera","negative, negative","0.991, 0.990",2
1777,link nya itu yang pro lo makanya harganya jt njirrr,Price,negative,0.866,1
1780,hp skrg murah yaadari segi performatp skrg polanya mnurut ku yg flagship itu concern nya ada di cameracamera wajib bagus selain dari performa nya,"Price, Performance","positive, positive","0.993, 0.990",2
1781,ya kalau mesin bagus bro pasti ada yang di pangkas ga mungkin kan harga juta jadi all round mikir aja,Price,negative,0.943,1
1783,kurang bagus apa kamera nya kan flagship killer bukan flagship,Camera,negative,0.995,1
1784,​lappland maksud dia dibanding hape jutaan tahun lalu jauh lebih improve dan faktanya memang begitu hape flagship stagnan dan ga banyak perubahan justru yg banyak improvement di segmen budget karena persaingan sengit perusahaan handphone ga berani sunat fitur terlalu banyak,Features,negative,0.998,1
1785,video bokehnya gk ada,Camera,negative,0.994,1
1786,ga ngotak emang poco dulu ambil x nfc midrange yang kualitas kameranya jauh di atas kelasnya sekarang pake x pro yang performanya jauh di atas smartphone sekelas harganya beberapa tahun ke depan mungkin mau coba ambil seri f kalau si x pro udah harus ganti selalu puas dengan pocoxiaomi sebelumnya pakai redmi s redmi note pro,"Connectivity, Features, Price, Performance","neutral, neutral, positive, positive","0.987, 0.987, 0.807, 0.807",4
1787,bener series x menjadi penentu kualitas upgrade kedepannya untuk series x itu menjadi standar spesifikasi sebelum x pro keluar dan setelah x pro keluar semua spesifikasi mengikuti standar x pro atau bahkan diatasnya padahal loncatannya dri series sebelumnya terlalu jauh seperti x pro ke x pro dan x ke x series,Connectivity,negative,0.923,1
1788,sayangnya poco f gk support bypass charger udah gitu pubg mentok fps gk dan panasnya menyeluruh cepat rusak yg ada baterai cpt boros dan bengkak serta udh gk bakal fast charger lebih workit infinix gt pro siih ada ai bawaan dan kebalikannya dari poco f,"Features, Performance, Battery","negative, negative, negative","0.986, 0.994, 0.996",3
1789,lompat nya ke xiaomi angka atau t series aja sekalian bang biar lebih afdol wkwkw gw dari renot pro lompat ke t pro rasanya nikmat cuma emg ini semua hp yg pake hyperos batrenya udh ky air mengalir boros banget,Software,negative,0.795,1
1790,x nfc gw padam,"Features, Connectivity","negative, negative","0.943, 0.943",2
1791,​hendriktanamalx nfc apa x pro,"Features, Connectivity","neutral, neutral","0.995, 0.995",2
1793,harga nya dibgoreng jir,Price,neutral,0.671,1
1794,layar tapi kok serasa layar inchi,Display,negative,0.985,1
1796,sebelum sy pribadi ga perlu soc kencang dan terbaru poco f udah cukup melihat harganya yg jtan tapi baterai nya kalah dan sudah ketahuan ada problem walaupun f ga menutup kemungkinan banyak problem jg semoga minim software bug dan hardware malfunction yg bikin gw tertarik karena bs full link to windows bakal beli sih semoga bug nya minimum dan ba di solve dengan cepat,"Software, Connectivity, Battery, Performance, Price","negative, positive, negative, positive, positive","0.892, 0.831, 0.996, 0.780, 0.831",5
1797,link to windows itu bawaan android merk lain juga bisa,Software,neutral,0.574,1
1798,tapi ga semua android bisa full buka apps xiaomi dulu sih ga bs ya,Software,neutral,0.909,1
1805,desain suka poco f kalo spek lebih suka iqoo neo dari dulu gak suka desain iqoo sampe hp flagshipnya gitu aja desainnya,Design,positive,0.944,1
1807,goɓlogg dikira flagship killer cuma dilihat dari performa soc nya doang cokk,Performance,negative,0.899,1
1810,keren poco kemarin disenggol segitu aja dan beneran dong ngelihat dari harga cocok banget sama kemauan ku,Price,positive,0.997,1
1811,sayangnya poco f gk support bypass charger udah gitu pubg mentok fps gk dan panasnya menyeluruh cepat rusak yg ada baterai cpt boros dan bengkak serta udh gk bakal fast charger lebih workit infinix gt pro siih ada ai bawaan dan kebalikannya dari poco f,"Features, Performance, Battery","negative, negative, negative","0.986, 0.994, 0.996",3
1815,​nandauhhjgn dicompare sama seri f woi kalo cuma lawan inf gt p lawannya seri x aja itu baru setara secara soc harga mirip² lawan x p itu gt p klo dilawan f udh gk imbang,Price,neutral,0.842,1
1819,cocok buat hp nge game brutal,Performance,negative,0.997,1
1822,buat apa hp kedua kalau memang buat entertainment ya beli tablet lebih gede tetep bisa main game mobile fokus untuk game mending beli ally udah murah proper buat game,"Price, Performance","positive, positive","0.942, 0.758",2
1823,​dessawasshp juta buat foto atau video apa ya kak rekomendasi,Camera,neutral,0.948,1
1828,update softwarenya bikin nih hp masih woth it tahun depan juga kayanya dah,Software,neutral,0.694,1
1832,tumben gak ada ir blaster,Audio,negative,0.811,1
1838,tes game efootball mobile dong next next nya,Performance,neutral,0.993,1
1839,efootball mah ringan gan,Design,positive,0.990,1
1840,ijin koreksi wireless charging udah bisa om udah support watt malahan,Battery,neutral,0.975,1
1842,yang beli poco f juta mah aman sentosa harganya beda jauh banget,Price,negative,0.623,1
1843,gw jg dpt juta poco f kemarin ga beda jauh performa gamenya jdi ga nyesal mana harga beda juta lebih dgn poco f tunggu turun smpe jutaan f nya bru mw rencana upgrade,"Price, Performance","positive, positive","0.563, 0.470",2
1844,mau brand apapun pake amoled yg dpt layar special cuma samsung sama apple doang warna brand itu bener keluar paling enak dimata,"Design, Display","neutral, neutral","0.743, 0.976",2
1847,​akangpantunman gak lu buka aja wa warnanya aja beda antara samsung dan xiomay dkk warnanya lebih keluar punya samsung dari zamannya super amoled warna layar samsung udh keluar brand lain cuma dikasih amoled biasa even yg produksi samsung sendiri,"Design, Display","neutral, neutral","0.993, 0.995",2
1848,​rizkyramadhan makanya ane bilang tuningan layar setiap brand beda meski samasama amoled,Display,negative,0.610,1
1849,​akangpantunmanxiaomi even amoled lu ganti custom room pixel pun g bisa nyamain warna layar pixel asli itu emg dari samsungnya di kasih spek alakadarnya,"Design, Display, Software","negative, negative, neutral","0.983, 0.609, 0.626",3
1855,kang ini di video nyebutnyebut poco versi x yg bener x apa x takut rancu,Camera,negative,0.888,1
1859,pas pengujian kamera aduh jdi mikir dannn yap batalkan pesanan krn user yg bukan terlalu ngegame tpi butuh software kamera bagus,"Software, Camera","neutral, negative","0.915, 0.956",2
1860,butuh kamera mending ke t,Camera,neutral,0.987,1
1861,​kevinky fniya bang mikir lgi bli f kyknya emg f ini buat user gaming dan spesifikasi gaming kyk gensin impact tpi di pengujian game pun dia overheated bgt hadehhh,Performance,negative,0.996,1
1863,​aussiavigra namanya juga hp performa ga heran kalo ada yg disunat,Performance,positive,0.984,1
1867,bukan fps unlock tp naikin clock speed soc biasanya poco nurunin clock speed saat penggunaan game biar gak panas,Performance,neutral,0.494,1
1880,zisssssssss saya pake daya masa iya gak bisa ngangkat watt anda bercanda yah,Battery,negative,0.879,1
1882,waduh pro video hilang padahal biasa nge rekam pake fitur pro,"Features, Camera","neutral, neutral","0.973, 0.558",2
1885,​jvarmdn maksud gua genshin sama hsr di pc aja cuma bisa zzz yg di pc bisa unlimited seharusnya lebih butuh fitur ini,"Features, Design","neutral, neutral","0.865, 0.709",2
1888,ingat untuk jangan update hp nya kalo mau performnya max terus karena rom bawaan itu los performnya tapi kalo di update auto limit limit ga jelas itu berlaku di semua hp xiaomi poco redmi mi selama ga ada bug aneh ga usah update kalo mau nikmati hp dengan limiter performa minimal,"Software, Performance","neutral, neutral","0.552, 0.990",2
1890,kalo update security patch masih aman gan,Software,neutral,0.534,1
1891,mang eak siapamu yg ikutan garap hyperos,"Audio, Software, Network","negative, negative, negative","0.820, 0.820, 0.820",3
1893,lah sok tau justru diupdate biasanya lebih stabil dari sebelumnya krn hp klo awal rilis tim software itu masih eksperimen dan belum tau yg cocok buat hp itu apa tpi setelah beberapa lama baru dibuat yang cocok dan stabil buktinya aja ini dlu gw pke poco f pas masih di miui suka trothle parah sampai doang dan pas update hyper os dapet smpe bahkan bisa jdi ya jelas kan lebih stabil peformanya dan ngegame jg msih lancar,Software,negative,0.981,1
1894,maen genshin hsr celup ke air aja kl panas manfaatkan ip rating nya bro btw udh co td yg warna putih,Design,neutral,0.991,1
1899,sayangnya poco f gk support bypass charger udah gitu pubg mentok fps gk dan panasnya menyeluruh cepat rusak yg ada baterai cpt boros dan bengkak serta udh gk bakal fast charger lebih workit infinix gt pro siih ada ai bawaan dan kebalikannya dari poco f,"Features, Performance, Battery","negative, negative, negative","0.986, 0.994, 0.996",3
1900,kalau kamera gan bgsan mana antara dua itu,Camera,neutral,0.475,1
1912,tergantung pemakaian bang klo buat medsos gabakal panas kalo game ber jam apalagi game berat pasti semua hp juga panas caranya pake case aja biar ditangan lbh nyaman hp ini juga gokil sih bang bisa buat game beberapa tahun gaakan ganti hp soalnya kenceng,Performance,negative,0.805,1
1914,​​frilyagustian iqoo malah sudah rilis duluan iqoo neo suhu bisa dibilang mirip kalau iqoo yang jelas bukan lawannya ini harganya beda jauh,Price,negative,0.819,1
1915,scr manajemen handphone panas bisa sampai diluar itu adl bagus karena prosesor bisa lebih adem tp dr sisi user jelas tangannya kepanasan nahhhh kalo hp dipaksa dan msh tergolong adem takutnya mlh prosesor jebol karena kepanasan panas gabisa dikeluarkan dgn maksimal,Display,positive,0.523,1
1919,jika harganya sama dg infinik gt pro,Price,neutral,0.993,1
1920,terkenal panas pake metal apa ga kaya setrikaan,BuildQuality,negative,0.988,1
1921,goɓlogg malah bagus lah arti nya panas lebih gampang di buang keluar kalo pake plastik panas nya ngumpul di dalem hp,BuildQuality,positive,0.791,1
1924,kok harga di shopee biar dapat harga segitu harus flashsale ya,Price,neutral,0.963,1
1929,​pendosatobat kentara kurang wawasannya sejak kpn hp gaming butuh kamera yg bagus,Camera,neutral,0.922,1
1930,mw bli poco x pro jdi bimbang ke f euy jauh ga sih perbedaannya selain chipset klo buat non gaming worth it ga nambah juta buat ngambil f drpd poco x pro terima kasih,Price,negative,0.911,1
1932,alllrounder kata gw mending x pro karena lebih ringan jg dari bodi mediatek cukup buat kerjaan sehariharigame non emulator poco f takut chipset nya nguras batre gede krn optimisasi poco menurut gw kurang gitu bagus,"Design, Battery","positive, positive","0.923, 0.836",2
1933,dari segi kamera bagusan ini atau x pro,Camera,negative,0.401,1
1936,di shopee lansung rame njirrkgk kebagian varian putih gua,Design,positive,0.829,1
1937,iya lg yg putih abis duluan wkwk,Design,positive,0.884,1
1942,hadeh banyak bner pilihan poco x x pro x pro f f f pro f ultra,Storage,positive,0.791,1
1944,kurang knp gak sklian f f f f meteor garden,Security,negative,0.859,1
1946,​muhammadendaybetul tp banyak pilihan spt ini nanti jadinya nanggung dikit lagi dapat ini dst,Storage,negative,0.925,1
1949,karena inget harga lah kalo ini harganya jt juga dihujat rame rame,Price,positive,0.978,1
1950,tp exynos ga ada power,Audio,negative,0.983,1
1952,mungkin karena harga sih samsung kl bs ngasih harga segini dengan peforma yang sama mungkin ga dihujat,Price,neutral,0.799,1
